codigo_ibge_7,nome_municipio_ibge,codigo_uf_ibge,nome_uf_ibge,regiao,observacoes_elegiveis,anos_elegiveis,semanas_risco,proporcao_semanas_risco,anos_com_risco,primeira_semana_risco,ultima_semana_risco,episodios,duracao_media_episodio,duracao_mediana_episodio,duracao_maxima_episodio,episodios_multianuais,recorrencia_multianual
1100015,Alta Floresta D'Oeste,11,Rondônia,Norte,418,8,89,0.21291866028708134,5,2018-06-17,2024-04-28,6,14.833333333333334,10.0,31.0,1,True
1100023,Ariquemes,11,Rondônia,Norte,418,8,107,0.25598086124401914,5,2019-11-17,2023-09-17,7,15.285714285714286,6.0,59.0,1,True
1100031,Cabixi,11,Rondônia,Norte,418,8,63,0.1507177033492823,5,2018-11-18,2025-09-21,5,12.6,6.0,37.0,0,True
1100049,Cacoal,11,Rondônia,Norte,418,8,119,0.284688995215311,6,2018-06-10,2025-10-05,15,7.933333333333334,3.0,55.0,1,True
1100056,Cerejeiras,11,Rondônia,Norte,418,8,66,0.15789473684210525,6,2018-06-24,2025-10-19,14,4.714285714285714,4.0,9.0,0,True
1100064,Colorado do Oeste,11,Rondônia,Norte,418,8,86,0.20574162679425836,8,2018-07-29,2025-09-21,18,4.777777777777778,4.0,14.0,0,True
1100072,Corumbiara,11,Rondônia,Norte,418,8,93,0.22248803827751196,6,2018-11-18,2025-12-28,16,5.8125,3.5,17.0,0,True
1100080,Costa Marques,11,Rondônia,Norte,418,8,85,0.20334928229665072,7,2019-09-01,2025-08-31,12,7.083333333333333,7.0,15.0,0,True
1100098,Espigão D'Oeste,11,Rondônia,Norte,418,8,62,0.14832535885167464,6,2018-10-14,2025-11-16,10,6.2,4.0,17.0,0,True
1100106,Guajará-Mirim,11,Rondônia,Norte,418,8,21,0.050239234449760764,4,2020-08-23,2023-02-19,5,4.2,3.0,10.0,1,True
1100114,Jaru,11,Rondônia,Norte,418,8,75,0.17942583732057416,4,2020-05-10,2025-08-24,5,15.0,4.0,55.0,1,True
1100122,Ji-Paraná,11,Rondônia,Norte,418,8,91,0.21770334928229665,5,2018-08-26,2025-11-16,11,8.272727272727273,6.0,45.0,1,True
1100130,Machadinho D'Oeste,11,Rondônia,Norte,418,8,39,0.09330143540669857,4,2020-06-28,2024-03-03,6,6.5,4.0,19.0,0,True
1100148,Nova Brasilândia D'Oeste,11,Rondônia,Norte,418,8,88,0.21052631578947367,6,2019-07-28,2024-03-24,7,12.571428571428571,3.0,41.0,0,True
1100155,Ouro Preto do Oeste,11,Rondônia,Norte,418,8,30,0.07177033492822966,3,2022-04-17,2025-11-02,11,2.727272727272727,3.0,6.0,0,True
1100189,Pimenta Bueno,11,Rondônia,Norte,418,8,64,0.15311004784688995,4,2019-08-18,2023-05-07,5,12.8,3.0,54.0,1,True
1100205,Porto Velho,11,Rondônia,Norte,418,8,56,0.1339712918660287,3,2019-12-08,2023-11-12,5,11.2,6.0,37.0,0,True
1100254,Presidente Médici,11,Rondônia,Norte,418,8,77,0.18421052631578946,6,2019-07-07,2024-12-01,10,7.7,5.0,32.0,1,True
1100262,Rio Crespo,11,Rondônia,Norte,418,8,60,0.14354066985645933,6,2018-08-26,2024-04-07,15,4.0,4.0,12.0,1,True
1100288,Rolim de Moura,11,Rondônia,Norte,418,8,88,0.21052631578947367,5,2020-04-26,2025-04-20,8,11.0,9.5,22.0,0,True
1100296,Santa Luzia D'Oeste,11,Rondônia,Norte,418,8,93,0.22248803827751196,7,2018-05-06,2024-03-24,14,6.642857142857143,4.0,29.0,2,True
1100304,Vilhena,11,Rondônia,Norte,418,8,110,0.2631578947368421,4,2019-11-10,2023-06-25,7,15.714285714285714,7.0,48.0,2,True
1100320,São Miguel do Guaporé,11,Rondônia,Norte,418,8,96,0.22966507177033493,8,2018-04-29,2025-12-28,17,5.647058823529412,4.0,27.0,0,True
1100338,Nova Mamoré,11,Rondônia,Norte,418,8,73,0.17464114832535885,5,2019-08-11,2023-03-26,13,5.615384615384615,3.0,26.0,2,True
1100346,Alvorada D'Oeste,11,Rondônia,Norte,418,8,62,0.14832535885167464,4,2020-08-16,2023-11-05,8,7.75,7.0,21.0,1,True
1100379,Alto Alegre dos Parecis,11,Rondônia,Norte,418,8,96,0.22966507177033493,7,2019-09-15,2025-07-27,18,5.333333333333333,4.0,18.0,1,True
1100403,Alto Paraíso,11,Rondônia,Norte,418,8,69,0.16507177033492823,7,2018-10-21,2025-03-16,13,5.3076923076923075,2.0,21.0,1,True
1100452,Buritis,11,Rondônia,Norte,418,8,69,0.16507177033492823,5,2019-06-30,2024-05-05,8,8.625,8.0,18.0,2,True
1100502,Novo Horizonte do Oeste,11,Rondônia,Norte,418,8,76,0.18181818181818182,5,2020-04-19,2024-09-15,12,6.333333333333333,5.5,14.0,0,True
1100601,Cacaulândia,11,Rondônia,Norte,418,8,93,0.22248803827751196,6,2020-04-26,2025-07-27,14,6.642857142857143,3.5,31.0,1,True
1100700,Campo Novo de Rondônia,11,Rondônia,Norte,418,8,84,0.20095693779904306,7,2017-12-31,2024-03-10,17,4.9411764705882355,3.0,29.0,1,True
1100809,Candeias do Jamari,11,Rondônia,Norte,418,8,53,0.12679425837320574,5,2021-11-14,2025-11-02,9,5.888888888888889,3.0,19.0,0,True
1100908,Castanheiras,11,Rondônia,Norte,418,8,57,0.13636363636363635,6,2019-06-23,2025-08-24,9,6.333333333333333,5.0,23.0,1,True
1100924,Chupinguaia,11,Rondônia,Norte,418,8,118,0.2822966507177033,5,2020-05-17,2024-09-15,9,13.11111111111111,8.0,34.0,1,True
1100940,Cujubim,11,Rondônia,Norte,418,8,81,0.1937799043062201,6,2019-08-11,2025-10-19,9,9.0,7.0,26.0,0,True
1101005,Governador Jorge Teixeira,11,Rondônia,Norte,418,8,67,0.16028708133971292,5,2019-05-19,2023-02-05,8,8.375,4.5,34.0,1,True
1101104,Itapuã do Oeste,11,Rondônia,Norte,418,8,73,0.17464114832535885,6,2019-12-01,2025-11-09,10,7.3,4.5,22.0,1,True
1101203,Ministro Andreazza,11,Rondônia,Norte,418,8,84,0.20095693779904306,6,2020-05-10,2025-09-21,14,6.0,5.0,16.0,1,True
1101302,Mirante da Serra,11,Rondônia,Norte,418,8,57,0.13636363636363635,2,2022-01-09,2023-04-09,3,19.0,21.0,33.0,1,True
1101401,Monte Negro,11,Rondônia,Norte,418,8,93,0.22248803827751196,7,2018-06-10,2024-05-12,13,7.153846153846154,4.0,25.0,1,True
1101435,Nova União,11,Rondônia,Norte,418,8,73,0.17464114832535885,7,2018-09-30,2025-07-06,15,4.866666666666666,4.0,20.0,1,True
1101450,Parecis,11,Rondônia,Norte,418,8,83,0.19856459330143542,5,2018-07-15,2024-05-05,11,7.545454545454546,7.0,21.0,0,True
1101468,Pimenteiras do Oeste,11,Rondônia,Norte,418,8,45,0.1076555023923445,7,2018-05-06,2025-08-31,11,4.090909090909091,4.0,10.0,0,True
1101476,Primavera de Rondônia,11,Rondônia,Norte,418,8,105,0.2511961722488038,7,2018-04-29,2024-07-21,18,5.833333333333333,4.0,28.0,2,True
1101484,São Felipe D'Oeste,11,Rondônia,Norte,418,8,72,0.1722488038277512,5,2018-07-15,2024-03-31,7,10.285714285714286,5.0,42.0,1,True
1101492,São Francisco do Guaporé,11,Rondônia,Norte,418,8,98,0.23444976076555024,6,2018-11-11,2023-04-02,12,8.166666666666666,4.5,52.0,1,True
1101500,Seringueiras,11,Rondônia,Norte,418,8,64,0.15311004784688995,3,2021-03-28,2025-10-19,5,12.8,9.0,26.0,1,True
1101559,Teixeirópolis,11,Rondônia,Norte,418,8,67,0.16028708133971292,5,2020-07-19,2025-05-11,9,7.444444444444445,6.0,24.0,1,True
1101609,Theobroma,11,Rondônia,Norte,418,8,82,0.19617224880382775,6,2020-02-09,2025-10-26,15,5.466666666666667,4.0,35.0,1,True
1101708,Urupá,11,Rondônia,Norte,418,8,65,0.15550239234449761,6,2018-10-14,2025-11-09,12,5.416666666666667,4.0,24.0,1,True
1101757,Vale do Anari,11,Rondônia,Norte,418,8,104,0.24880382775119617,6,2018-05-13,2025-12-28,11,9.454545454545455,10.0,20.0,1,True
1101807,Vale do Paraíso,11,Rondônia,Norte,418,8,64,0.15311004784688995,5,2018-07-08,2023-12-24,8,8.0,4.0,31.0,1,True
1200013,Acrelândia,12,Acre,Norte,418,8,18,0.0430622009569378,3,2018-01-21,2024-08-04,4,4.5,1.5,14.0,0,True
1200054,Assis Brasil,12,Acre,Norte,418,8,113,0.2703349282296651,7,2018-05-20,2024-02-04,14,8.071428571428571,6.0,41.0,2,True
1200104,Brasiléia,12,Acre,Norte,418,8,138,0.33014354066985646,6,2018-07-15,2024-02-11,11,12.545454545454545,7.0,52.0,2,True
1200138,Bujari,12,Acre,Norte,418,8,83,0.19856459330143542,6,2017-12-31,2025-06-01,5,16.6,8.0,54.0,2,True
1200179,Capixaba,12,Acre,Norte,418,8,75,0.17942583732057416,6,2018-02-25,2025-08-31,13,5.769230769230769,4.0,16.0,1,True
1200203,Cruzeiro do Sul,12,Acre,Norte,418,8,100,0.23923444976076555,5,2018-01-14,2025-08-31,8,12.5,10.5,34.0,1,True
1200252,Epitaciolândia,12,Acre,Norte,418,8,88,0.21052631578947367,6,2018-10-07,2024-09-08,14,6.285714285714286,4.5,21.0,2,True
1200302,Feijó,12,Acre,Norte,418,8,114,0.2727272727272727,7,2018-04-29,2025-05-25,10,11.4,10.0,35.0,1,True
1200328,Jordão,12,Acre,Norte,418,8,32,0.07655502392344497,6,2019-03-10,2025-11-09,13,2.4615384615384617,3.0,4.0,0,True
1200336,Mâncio Lima,12,Acre,Norte,418,8,95,0.22727272727272727,7,2018-05-20,2024-02-04,13,7.3076923076923075,4.0,25.0,0,True
1200344,Manoel Urbano,12,Acre,Norte,418,8,97,0.23205741626794257,7,2017-12-31,2025-02-16,10,9.7,8.0,33.0,2,True
1200351,Marechal Thaumaturgo,12,Acre,Norte,418,8,121,0.2894736842105263,7,2019-12-01,2025-07-06,10,12.1,6.5,56.0,2,True
1200385,Plácido de Castro,12,Acre,Norte,418,8,37,0.08851674641148326,3,2018-07-01,2023-06-25,4,9.25,5.0,26.0,0,True
1200393,Porto Walter,12,Acre,Norte,418,8,118,0.2822966507177033,7,2017-12-31,2025-09-14,16,7.375,4.0,29.0,1,True
1200401,Rio Branco,12,Acre,Norte,418,8,97,0.23205741626794257,4,2018-04-15,2025-10-05,4,24.25,17.5,60.0,1,True
1200427,Rodrigues Alves,12,Acre,Norte,418,8,133,0.3181818181818182,7,2018-02-11,2025-01-26,15,8.866666666666667,9.0,24.0,2,True
1200435,Santa Rosa do Purus,12,Acre,Norte,418,8,38,0.09090909090909091,6,2019-02-10,2025-09-07,9,4.222222222222222,4.0,6.0,2,True
1200450,Senador Guiomard,12,Acre,Norte,418,8,44,0.10526315789473684,6,2018-05-20,2024-02-25,9,4.888888888888889,5.0,7.0,3,True
1200500,Sena Madureira,12,Acre,Norte,418,8,110,0.2631578947368421,6,2018-06-17,2023-10-22,9,12.222222222222221,10.0,20.0,0,True
1200609,Tarauacá,12,Acre,Norte,418,8,102,0.24401913875598086,4,2018-01-21,2021-04-18,8,12.75,7.5,52.0,1,True
1200708,Xapuri,12,Acre,Norte,418,8,57,0.13636363636363635,4,2018-07-15,2021-08-22,5,11.4,10.0,20.0,1,True
1200807,Porto Acre,12,Acre,Norte,418,8,67,0.16028708133971292,7,2018-05-06,2025-09-07,11,6.090909090909091,5.0,22.0,1,True
1300029,Alvarães,13,Amazonas,Norte,418,8,96,0.22966507177033493,6,2019-02-10,2024-09-01,9,10.666666666666666,5.0,32.0,1,True
1300060,Amaturá,13,Amazonas,Norte,418,8,32,0.07655502392344497,5,2020-03-01,2024-03-03,7,4.571428571428571,4.0,8.0,0,True
1300086,Anamã,13,Amazonas,Norte,418,8,8,0.019138755980861243,2,2024-02-18,2025-03-23,2,4.0,4.0,4.0,0,True
1300102,Anori,13,Amazonas,Norte,418,8,22,0.05263157894736842,4,2018-02-18,2024-04-28,5,4.4,4.0,7.0,0,True
1300144,Apuí,13,Amazonas,Norte,418,8,20,0.04784688995215311,5,2021-12-05,2025-05-18,5,4.0,4.0,6.0,1,True
1300201,Atalaia do Norte,13,Amazonas,Norte,418,8,108,0.2583732057416268,7,2019-11-17,2025-11-30,10,10.8,8.0,28.0,2,True
1300300,Autazes,13,Amazonas,Norte,418,8,24,0.05741626794258373,4,2021-04-11,2025-12-07,8,3.0,4.0,4.0,0,True
1300409,Barcelos,13,Amazonas,Norte,418,8,120,0.28708133971291866,7,2019-03-03,2025-11-09,18,6.666666666666667,5.5,21.0,0,True
1300508,Barreirinha,13,Amazonas,Norte,418,8,19,0.045454545454545456,3,2022-08-14,2025-03-23,4,4.75,4.0,7.0,0,True
1300607,Benjamin Constant,13,Amazonas,Norte,418,8,85,0.20334928229665072,5,2019-01-27,2025-06-15,5,17.0,19.0,34.0,1,True
1300631,Beruri,13,Amazonas,Norte,418,8,49,0.11722488038277512,3,2021-01-17,2024-08-25,11,4.454545454545454,4.0,14.0,0,True
1300680,Boa Vista do Ramos,13,Amazonas,Norte,418,8,2,0.004784688995215311,1,2024-02-18,2024-02-25,1,2.0,2.0,2.0,0,False
1300706,Boca do Acre,13,Amazonas,Norte,418,8,67,0.16028708133971292,4,2018-07-15,2021-05-16,6,11.166666666666666,7.5,33.0,1,True
1300805,Borba,13,Amazonas,Norte,418,8,23,0.05502392344497608,4,2019-06-02,2023-04-09,8,2.875,3.0,5.0,0,True
1300839,Caapiranga,13,Amazonas,Norte,418,8,24,0.05741626794258373,4,2021-06-20,2025-03-30,5,4.8,4.0,9.0,0,True
1300904,Canutama,13,Amazonas,Norte,418,8,46,0.11004784688995216,6,2018-07-22,2025-09-14,9,5.111111111111111,4.0,13.0,0,True
1301001,Carauari,13,Amazonas,Norte,418,8,64,0.15311004784688995,3,2018-06-17,2020-08-02,5,12.8,7.0,29.0,0,True
1301100,Careiro,13,Amazonas,Norte,418,8,54,0.1291866028708134,7,2018-07-01,2025-07-27,14,3.857142857142857,4.0,7.0,0,True
1301159,Careiro da Várzea,13,Amazonas,Norte,418,8,32,0.07655502392344497,5,2018-06-24,2025-09-14,7,4.571428571428571,4.0,8.0,0,True
1301209,Coari,13,Amazonas,Norte,418,8,38,0.09090909090909091,4,2022-02-27,2025-10-12,5,7.6,4.0,17.0,1,True
1301308,Codajás,13,Amazonas,Norte,418,8,83,0.19856459330143542,5,2019-09-15,2024-11-24,9,9.222222222222221,5.0,32.0,1,True
1301407,Eirunepé,13,Amazonas,Norte,418,8,119,0.284688995215311,7,2018-04-01,2025-12-14,7,17.0,4.0,42.0,2,True
1301506,Envira,13,Amazonas,Norte,418,8,158,0.37799043062200954,7,2018-11-11,2025-07-06,12,13.166666666666666,7.5,37.0,2,True
1301605,Fonte Boa,13,Amazonas,Norte,418,8,29,0.06937799043062201,5,2020-03-08,2025-12-28,8,3.625,4.0,7.0,0,True
1301654,Guajará,13,Amazonas,Norte,418,8,117,0.2799043062200957,6,2017-12-31,2025-05-25,13,9.0,4.0,34.0,1,True
1301704,Humaitá,13,Amazonas,Norte,418,8,126,0.3014354066985646,6,2018-07-29,2023-03-12,10,12.6,5.5,43.0,2,True
1301803,Ipixuna,13,Amazonas,Norte,418,8,128,0.3062200956937799,7,2018-10-07,2025-04-06,10,12.8,8.5,40.0,2,True
1301852,Iranduba,13,Amazonas,Norte,418,8,72,0.1722488038277512,6,2018-06-10,2023-12-31,10,7.2,5.0,30.0,1,True
1301902,Itacoatiara,13,Amazonas,Norte,418,8,39,0.09330143540669857,1,2017-12-31,2018-12-09,3,13.0,11.0,19.0,0,False
1301951,Itamarati,13,Amazonas,Norte,418,8,4,0.009569377990430622,1,2019-02-10,2019-03-03,1,4.0,4.0,4.0,0,False
1302009,Itapiranga,13,Amazonas,Norte,418,8,8,0.019138755980861243,2,2018-03-18,2021-08-15,2,4.0,4.0,4.0,0,True
1302108,Japurá,13,Amazonas,Norte,418,8,91,0.21770334928229665,7,2018-01-07,2025-10-05,12,7.583333333333333,5.5,29.0,1,True
1302207,Juruá,13,Amazonas,Norte,418,8,34,0.08133971291866028,6,2019-09-29,2025-04-20,8,4.25,4.0,8.0,0,True
1302306,Jutaí,13,Amazonas,Norte,418,8,134,0.32057416267942584,6,2020-01-12,2025-07-27,9,14.88888888888889,11.0,36.0,2,True
1302405,Lábrea,13,Amazonas,Norte,418,8,102,0.24401913875598086,5,2017-12-31,2024-04-07,4,25.5,21.0,59.0,2,True
1302504,Manacapuru,13,Amazonas,Norte,418,8,67,0.16028708133971292,7,2019-12-01,2025-10-12,12,5.583333333333333,4.5,20.0,1,True
1302553,Manaquiri,13,Amazonas,Norte,418,8,56,0.1339712918660287,6,2020-06-07,2025-09-21,9,6.222222222222222,7.0,8.0,2,True
1302603,Manaus,13,Amazonas,Norte,418,8,16,0.03827751196172249,3,2021-07-04,2024-02-04,2,8.0,8.0,8.0,1,True
1302702,Manicoré,13,Amazonas,Norte,418,8,74,0.17703349282296652,4,2018-03-25,2022-02-20,6,12.333333333333334,4.5,55.0,1,True
1302801,Maraã,13,Amazonas,Norte,418,8,86,0.20574162679425836,7,2018-01-21,2025-09-14,12,7.166666666666667,4.0,33.0,0,True
1302900,Maués,13,Amazonas,Norte,418,8,13,0.03110047846889952,3,2023-11-19,2025-12-07,2,6.5,6.5,11.0,1,True
1303007,Nhamundá,13,Amazonas,Norte,418,8,12,0.028708133971291867,2,2019-06-02,2024-05-26,3,4.0,4.0,4.0,0,True
1303106,Nova Olinda do Norte,13,Amazonas,Norte,418,8,4,0.009569377990430622,2,2021-10-24,2024-01-21,2,2.0,2.0,2.0,0,True
1303205,Novo Airão,13,Amazonas,Norte,418,8,18,0.0430622009569378,3,2021-09-05,2024-04-21,6,3.0,3.0,5.0,0,True
1303304,Novo Aripuanã,13,Amazonas,Norte,418,8,11,0.02631578947368421,3,2019-07-21,2025-10-26,3,3.6666666666666665,4.0,4.0,0,True
1303403,Parintins,13,Amazonas,Norte,418,8,68,0.16267942583732056,7,2018-07-01,2025-12-21,17,4.0,4.0,9.0,0,True
1303502,Pauini,13,Amazonas,Norte,418,8,40,0.09569377990430622,8,2018-06-17,2025-11-23,13,3.076923076923077,4.0,4.0,1,True
1303536,Presidente Figueiredo,13,Amazonas,Norte,418,8,73,0.17464114832535885,6,2018-06-10,2025-06-29,14,5.214285714285714,3.5,23.0,0,True
1303569,Rio Preto da Eva,13,Amazonas,Norte,418,8,94,0.22488038277511962,8,2018-06-17,2025-03-30,15,6.266666666666667,4.0,29.0,2,True
1303601,Santa Isabel do Rio Negro,13,Amazonas,Norte,418,8,38,0.09090909090909091,7,2019-06-16,2025-09-07,7,5.428571428571429,4.0,18.0,0,True
1303700,Santo Antônio do Içá,13,Amazonas,Norte,418,8,87,0.20813397129186603,6,2019-12-08,2024-06-09,9,9.666666666666666,8.0,21.0,3,True
1303809,São Gabriel da Cachoeira,13,Amazonas,Norte,418,8,52,0.12440191387559808,3,2018-04-22,2020-05-17,3,17.333333333333332,15.0,35.0,1,True
1303908,São Paulo de Olivença,13,Amazonas,Norte,418,8,127,0.3038277511961722,6,2019-08-25,2025-10-26,15,8.466666666666667,5.0,23.0,2,True
1303957,São Sebastião do Uatumã,13,Amazonas,Norte,418,8,50,0.11961722488038277,4,2021-01-03,2025-03-30,8,6.25,5.0,14.0,0,True
1304005,Silves,13,Amazonas,Norte,418,8,4,0.009569377990430622,1,2024-01-28,2024-02-18,1,4.0,4.0,4.0,0,False
1304062,Tabatinga,13,Amazonas,Norte,418,8,24,0.05741626794258373,3,2019-09-22,2023-02-05,3,8.0,6.0,14.0,0,True
1304104,Tapauá,13,Amazonas,Norte,418,8,65,0.15550239234449761,5,2018-05-06,2024-04-28,8,8.125,3.5,39.0,1,True
1304203,Tefé,13,Amazonas,Norte,418,8,67,0.16028708133971292,4,2017-12-31,2024-02-18,6,11.166666666666666,9.0,27.0,0,True
1304237,Tonantins,13,Amazonas,Norte,418,8,96,0.22966507177033493,5,2020-09-06,2024-12-15,9,10.666666666666666,10.0,24.0,1,True
1304260,Uarini,13,Amazonas,Norte,418,8,59,0.14114832535885166,5,2018-08-12,2023-12-24,13,4.538461538461538,4.0,14.0,0,True
1304302,Urucará,13,Amazonas,Norte,418,8,17,0.04066985645933014,4,2019-11-24,2025-03-23,5,3.4,4.0,4.0,0,True
1304401,Urucurituba,13,Amazonas,Norte,418,8,8,0.019138755980861243,1,2023-12-31,2024-02-18,1,8.0,8.0,8.0,0,False
1400027,Amajari,14,Roraima,Norte,418,8,26,0.06220095693779904,4,2019-03-03,2025-08-10,6,4.333333333333333,5.0,6.0,0,True
1400050,Alto Alegre,14,Roraima,Norte,418,8,84,0.20095693779904306,7,2018-12-16,2025-11-09,13,6.461538461538462,7.0,13.0,1,True
1400100,Boa Vista,14,Roraima,Norte,418,8,60,0.14354066985645933,4,2018-10-07,2024-08-25,4,15.0,11.5,29.0,1,True
1400159,Bonfim,14,Roraima,Norte,418,8,67,0.16028708133971292,6,2019-03-24,2025-12-21,12,5.583333333333333,4.0,18.0,1,True
1400175,Cantá,14,Roraima,Norte,418,8,59,0.14114832535885166,5,2019-04-14,2025-07-06,10,5.9,4.0,26.0,1,True
1400209,Caracaraí,14,Roraima,Norte,418,8,60,0.14354066985645933,4,2019-03-10,2025-06-22,5,12.0,5.0,34.0,1,True
1400233,Caroebe,14,Roraima,Norte,418,8,43,0.10287081339712918,2,2019-01-20,2020-12-27,4,10.75,5.0,32.0,0,True
1400282,Iracema,14,Roraima,Norte,418,8,70,0.1674641148325359,7,2018-11-18,2025-03-09,14,5.0,4.0,15.0,2,True
1400308,Mucajaí,14,Roraima,Norte,418,8,45,0.1076555023923445,5,2018-12-09,2025-04-13,7,6.428571428571429,3.0,16.0,1,True
1400407,Normandia,14,Roraima,Norte,418,8,66,0.15789473684210525,5,2018-07-29,2024-09-01,8,8.25,4.0,33.0,1,True
1400456,Pacaraima,14,Roraima,Norte,418,8,81,0.1937799043062201,5,2018-10-07,2025-08-31,12,6.75,3.0,43.0,1,True
1400472,Rorainópolis,14,Roraima,Norte,418,8,100,0.23923444976076555,8,2018-04-08,2025-12-21,20,5.0,3.0,28.0,0,True
1400506,São João da Baliza,14,Roraima,Norte,418,8,22,0.05263157894736842,3,2018-12-30,2025-11-30,8,2.75,2.0,6.0,0,True
1400605,São Luiz do Anauá,14,Roraima,Norte,418,8,41,0.09808612440191387,5,2019-09-08,2025-11-23,8,5.125,4.5,10.0,0,True
1400704,Uiramutã,14,Roraima,Norte,418,8,35,0.08373205741626795,5,2018-08-26,2025-09-14,6,5.833333333333333,4.0,13.0,1,True
1500107,Abaetetuba,15,Pará,Norte,418,8,46,0.11004784688995216,2,2024-02-18,2025-03-02,3,15.333333333333334,16.0,23.0,0,True
1500131,Abel Figueiredo,15,Pará,Norte,418,8,36,0.0861244019138756,5,2018-09-30,2025-04-27,13,2.769230769230769,2.0,8.0,1,True
1500206,Acará,15,Pará,Norte,418,8,100,0.23923444976076555,6,2018-04-01,2025-12-28,18,5.555555555555555,5.0,16.0,0,True
1500305,Afuá,15,Pará,Norte,418,8,101,0.24162679425837322,6,2018-04-29,2025-09-14,12,8.416666666666666,4.5,29.0,1,True
1500347,Água Azul do Norte,15,Pará,Norte,418,8,53,0.12679425837320574,3,2021-07-25,2023-11-26,9,5.888888888888889,5.0,21.0,0,True
1500404,Alenquer,15,Pará,Norte,418,8,20,0.04784688995215311,4,2018-11-25,2022-01-23,6,3.3333333333333335,1.5,11.0,1,True
1500503,Almeirim,15,Pará,Norte,418,8,61,0.145933014354067,4,2018-04-15,2025-07-20,8,7.625,4.0,21.0,0,True
1500602,Altamira,15,Pará,Norte,418,8,148,0.35406698564593303,8,2018-01-07,2025-12-07,16,9.25,5.5,26.0,1,True
1500701,Anajás,15,Pará,Norte,418,8,77,0.18421052631578946,5,2020-02-09,2025-09-21,8,9.625,5.0,35.0,0,True
1500800,Ananindeua,15,Pará,Norte,418,8,68,0.16267942583732056,5,2018-09-09,2025-12-28,10,6.8,3.5,29.0,1,True
1500859,Anapu,15,Pará,Norte,418,8,63,0.1507177033492823,6,2018-05-06,2025-08-24,9,7.0,5.0,17.0,0,True
1500909,Augusto Corrêa,15,Pará,Norte,418,8,87,0.20813397129186603,6,2018-02-18,2025-08-17,10,8.7,8.5,22.0,0,True
1500958,Aurora do Pará,15,Pará,Norte,418,8,82,0.19617224880382775,5,2018-02-11,2025-12-28,12,6.833333333333333,6.5,15.0,1,True
1501006,Aveiro,15,Pará,Norte,418,8,23,0.05502392344497608,1,2025-01-05,2025-10-26,3,7.666666666666667,9.0,10.0,0,False
1501105,Bagre,15,Pará,Norte,418,8,39,0.09330143540669857,3,2019-11-17,2024-07-21,7,5.571428571428571,4.0,10.0,0,True
1501204,Baião,15,Pará,Norte,418,8,87,0.20813397129186603,5,2018-02-11,2025-11-09,14,6.214285714285714,2.5,35.0,0,True
1501253,Bannach,15,Pará,Norte,418,8,69,0.16507177033492823,6,2019-03-31,2024-07-21,13,5.3076923076923075,4.0,12.0,0,True
1501303,Barcarena,15,Pará,Norte,418,8,96,0.22966507177033493,3,2019-12-01,2025-12-28,4,24.0,10.5,74.0,1,True
1501402,Belém,15,Pará,Norte,418,8,101,0.24162679425837322,7,2018-06-03,2025-12-28,11,9.181818181818182,4.0,51.0,0,True
1501451,Belterra,15,Pará,Norte,418,8,63,0.1507177033492823,5,2018-05-13,2025-10-05,10,6.3,4.0,22.0,0,True
1501501,Benevides,15,Pará,Norte,418,8,154,0.3684210526315789,8,2018-05-20,2025-11-02,22,7.0,3.0,67.0,2,True
1501576,Bom Jesus do Tocantins,15,Pará,Norte,418,8,78,0.18660287081339713,6,2019-05-19,2025-12-28,19,4.105263157894737,4.0,13.0,0,True
1501600,Bonito,15,Pará,Norte,418,8,44,0.10526315789473684,6,2018-05-06,2025-10-12,10,4.4,4.0,8.0,0,True
1501709,Bragança,15,Pará,Norte,418,8,37,0.08851674641148326,2,2024-04-21,2025-12-07,5,7.4,5.0,17.0,1,True
1501725,Brasil Novo,15,Pará,Norte,418,8,68,0.16267942583732056,7,2018-08-05,2025-12-28,14,4.857142857142857,4.0,14.0,0,True
1501758,Brejo Grande do Araguaia,15,Pará,Norte,418,8,34,0.08133971291866028,4,2021-09-12,2025-11-30,10,3.4,4.0,6.0,0,True
1501782,Breu Branco,15,Pará,Norte,418,8,2,0.004784688995215311,1,2024-08-18,2024-08-25,1,2.0,2.0,2.0,0,False
1501808,Breves,15,Pará,Norte,418,8,62,0.14832535885167464,5,2018-08-19,2024-09-01,8,7.75,3.5,32.0,1,True
1501907,Bujaru,15,Pará,Norte,418,8,105,0.2511961722488038,7,2018-03-18,2025-12-28,14,7.5,5.0,45.0,1,True
1501956,Cachoeira do Piriá,15,Pará,Norte,418,8,21,0.050239234449760764,3,2022-07-03,2025-09-28,6,3.5,4.0,6.0,0,True
1502004,Cachoeira do Arari,15,Pará,Norte,418,8,8,0.019138755980861243,2,2023-04-02,2024-09-15,2,4.0,4.0,4.0,0,True
1502103,Cametá,15,Pará,Norte,418,8,148,0.35406698564593303,8,2018-12-23,2025-10-12,15,9.866666666666667,6.0,33.0,3,True
1502152,Canaã dos Carajás,15,Pará,Norte,418,8,76,0.18181818181818182,6,2018-04-22,2025-06-15,14,5.428571428571429,4.0,29.0,0,True
1502202,Capanema,15,Pará,Norte,418,8,21,0.050239234449760764,3,2018-01-28,2023-03-19,5,4.2,3.0,7.0,0,True
1502301,Capitão Poço,15,Pará,Norte,418,8,21,0.050239234449760764,2,2023-05-07,2024-06-23,4,5.25,2.5,15.0,0,True
